,Unit Name,Part,Rep Machine Class,Cost Per kg,weight,Supplier Name,MGC,DM Cost
2021885,Mannheim,AL225359,OFP,18.166666666666668,0.24,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.36
2021886,Mannheim,AL225360,OFP,16.789473684210527,0.19,BERGER + HERMANN,D03030200,3.19
2021892,Mannheim,AL225399,OFP,32.699999999999996,0.1,ALBERT BIEBL GMBH,D03030200,3.27
2021894,Mannheim,AL225400,OFP,6.5,0.66,BERGER + HERMANN,D03030200,4.29
2021896,Mannheim,AL225401,OFP,34.333333333333336,0.09,ALBERT BIEBL GMBH,D03030200,3.09
2021898,Mannheim,AL225402,OFP,40.27272727272727,0.11,BERGER + HERMANN,D03030200,4.43
2021900,Mannheim,AL225403,OFP,6.8125,0.64,BERGER + HERMANN,D03030200,4.36
2021902,Mannheim,AL225405,OFP,25.2,0.1,BERGER + HERMANN,D03030200,2.52
2021904,Mannheim,AL225406,OFP,30.000000000000004,0.12,ALBERT BIEBL GMBH,D03030200,3.6
2021905,Mannheim,AL225407,OFP,8.604166666666666,0.48,ALBERT BIEBL GMBH,D03030200,4.13
2021906,Mannheim,AL225408,OFP,35.099999999999994,0.1,ALBERT BIEBL GMBH,D03030200,3.51
2021907,Mannheim,AL225416,OFP,14.263157894736842,0.38,ARGUS FLUIDTECHNIK GMBH,D03030200,5.42
2021909,Mannheim,AL225419,OFP,7.261380323054333,6.81,WESO AURORAHUETTE GMBH,D07010301,49.45
2021914,Mannheim,AL225433,OFP,18.384615384615383,0.13,BERGER + HERMANN,D03030200,2.39
2021915,Mannheim,AL225434,OFP,25.666666666666668,0.15,BERGER + HERMANN,D03030200,3.85
2021916,Mannheim,AL225449,OFP,11.340909090909092,0.44,BERGER + HERMANN,D03030200,4.99
2021923,Mannheim,AL225457,OFP,6.956204379562043,1.37,DIRISAMER ROHRBIEGETECHNIK,D03030200,9.53
2021924,Mannheim,AL225458,OFP,16.76923076923077,0.26,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.36
2021931,Mannheim,AL225488,OFP,72.0,0.04,DIRISAMER ROHRBIEGETECHNIK,D03030200,2.88
2022010,Mannheim,AL225576,OFP,19.5625,0.16,HUISSEL GMBH,D14010110,3.13
2022031,Mannheim,AL225618,OFP,11.200000000000001,0.35,BERGER + HERMANN,D03030200,3.92
2022032,Mannheim,AL225628,OFP,15.1,0.2,BERGER + HERMANN,D03030200,3.02
2022058,Mannheim,AL225652,OFP,16.357142857142854,0.28,ALBERT BIEBL GMBH,D03030200,4.58
2022116,Mannheim,AL225822,OFP,27.750000000000004,0.08,BERGER + HERMANN,D03030200,2.22
2022130,Mannheim,AL225863,OFP,53.19277108433735,0.83,ARGUS FLUIDTECHNIK GMBH,D03030200,44.15
2022131,Mannheim,AL225864,OFP,45.17021276595745,0.94,ARGUS FLUIDTECHNIK GMBH,D03030200,42.46
2022174,Mannheim,AL225990,OFP,29.675675675675677,0.74,ALBERT BIEBL GMBH,D03030200,21.96
2022177,Mannheim,AL225993,OFP,14.764705882352938,0.34,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.02
2022222,Mannheim,AL226125,OFP,23.545454545454543,0.11,DIRISAMER ROHRBIEGETECHNIK,D03030200,2.59
2022226,Mannheim,AL226141,OFP,28.597014925373134,0.67,PARKER HANNIFIN GMBH & CO KG,D03030200,19.16
2022293,Mannheim,AL226183,OFP,23.370370370370367,0.54,ARGUS FLUIDTECHNIK GMBH,D03030200,12.62
2022294,Mannheim,AL226184,OFP,25.538461538461537,0.13,ALBERT BIEBL GMBH,D03030200,3.32
2022308,Mannheim,AL226205,OFP,18.432432432432435,0.74,ARGUS FLUIDTECHNIK GMBH,D03030200,13.64
2022397,Mannheim,AL226261,OFP,8.058823529411764,0.17,HERN S.R.O.,D14010110,1.37
2022430,Mannheim,AL226318,OFP,16.923076923076923,0.26,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.4
2022470,Mannheim,AL226407LX2,OFP,9.399999999999999,0.2,JOSEF FLECKNER,D14010110,1.88
2022521,Mannheim,AL226518,OFP,14.545454545454545,0.55,ALFAGOMMA GERMANY,D03030110,8.0
2022526,Mannheim,AL226519,OFP,18.303571428571427,1.12,ARGUS FLUIDTECHNIK GMBH,D03030200,20.5
2022531,Mannheim,AL226520,OFP,6.669724770642201,1.09,BERGER + HERMANN,D03030200,7.27
2022533,Mannheim,AL226521,OFP,6.749999999999999,1.04,BERGER + HERMANN,D03030200,7.02
2022535,Mannheim,AL226548,OFP,13.86904761904762,0.42,ALFAGOMMA GERMANY,D03030110,5.825
2022536,Mannheim,AL226549,OFP,13.75,0.44,ALFAGOMMA GERMANY,D03030110,6.05
2022589,Mannheim,AL226621,OFP,27.38235294117647,0.34,DIRISAMER ROHRBIEGETECHNIK,D03030200,9.31
2022590,Mannheim,AL226627,OFP,15.207207207207205,1.11,DIRISAMER ROHRBIEGETECHNIK,D03030200,16.88
2022591,Mannheim,AL226628,OFP,14.517241379310345,1.16,DIRISAMER ROHRBIEGETECHNIK,D03030200,16.84
2022592,Mannheim,AL226630,OFP,9.6140350877193,0.57,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.48
2022594,Mannheim,AL226632,OFP,13.32,0.5,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.66
2022598,Mannheim,AL226649,OFP,33.123931623931625,2.34,DIRISAMER ROHRBIEGETECHNIK,D03030200,77.51
2022599,Mannheim,AL226653,OFP,61.861111111111114,0.36,ARGUS FLUIDTECHNIK GMBH,D03030110,22.27
2022602,Mannheim,AL226656,OFP,51.55769230769231,0.52,ARGUS FLUIDTECHNIK GMBH,D03030110,26.81
2022620,Mannheim,AL226722,OFP,14.085714285714285,0.35,ALBERT BIEBL GMBH,D03030200,4.93
2022621,Mannheim,AL226723,OFP,13.84848484848485,0.33,ALBERT BIEBL GMBH,D03030200,4.57
2022622,Mannheim,AL226724,OFP,15.538461538461538,0.26,ALBERT BIEBL GMBH,D03030200,4.04
2022623,Mannheim,AL226725,OFP,15.222222222222223,0.27,ALBERT BIEBL GMBH,D03030200,4.11
2022624,Mannheim,AL226726,OFP,14.18181818181818,0.33,ALBERT BIEBL GMBH,D03030200,4.68
2022625,Mannheim,AL226727,OFP,15.0,0.28,ALBERT BIEBL GMBH,D03030200,4.2
2022664,Mannheim,AL226814,OFP,11.26829268292683,0.82,ALBERT BIEBL GMBH,D03030200,9.24
2022682,Mannheim,AL226823,OFP,21.483870967741936,0.62,ALBERT BIEBL GMBH,D03030200,13.32
2022684,Mannheim,AL226829,OFP,27.15,0.4,ARGUS FLUIDTECHNIK GMBH,D03030200,10.86
2022685,Mannheim,AL226830,OFP,25.424999999999997,0.4,ARGUS FLUIDTECHNIK GMBH,D03030200,10.17
2022686,Mannheim,AL226831,OFP,38.425,0.4,ARGUS FLUIDTECHNIK GMBH,D03030200,15.37
2022687,Mannheim,AL226832,OFP,92.04545454545455,0.22,ALBERT BIEBL GMBH,D03030200,20.25
2022688,Mannheim,AL226833,OFP,23.499999999999996,0.16,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.76
2022769,Mannheim,AL226876,OFP,48.71052631578948,0.38,DIRISAMER ROHRBIEGETECHNIK,D03030200,18.51
2022936,Mannheim,AL227129,OFP,6.642857142857142,1.12,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.44
2022938,Mannheim,AL227130,OFP,6.584070796460178,1.13,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.44
2022969,Mannheim,AL227208,OFP,5.545977011494253,1.74,DIRISAMER ROHRBIEGETECHNIK,D03030200,9.65
2022992,Mannheim,AL227216,OFP,7.576923076923077,1.04,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.88
2022994,Mannheim,AL227217,OFP,7.45631067961165,1.03,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.68
2022996,Mannheim,AL227221,OFP,29.684210526315788,0.19,BERGER + HERMANN,D03030200,5.64
2022999,Mannheim,AL227222,OFP,15.75,0.16,BERGER + HERMANN,D03030200,2.52
2023002,Mannheim,AL227223,OFP,25.739130434782606,0.23,BERGER + HERMANN,D03030200,5.92
2023003,Mannheim,AL227226,OFP,5.2439024390243905,2.05,DIRISAMER ROHRBIEGETECHNIK,D03030200,10.75
2023004,Mannheim,AL227229,OFP,11.359550561797752,0.89,DIRISAMER ROHRBIEGETECHNIK,D03030200,10.11
2023005,Mannheim,AL227230,OFP,8.306818181818182,0.88,BERGER + HERMANN,D03030200,7.31
2023046,Mannheim,AL227285,OFP,17.21818181818182,0.55,DIPL. ING. K. DIETZEL GMBH,D03030110,9.47
2023055,Mannheim,AL227286,OFP,11.909090909090908,0.55,ALFAGOMMA GERMANY,D03030110,6.55
2023064,Mannheim,AL227287,OFP,13.217741935483872,1.24,DIRISAMER ROHRBIEGETECHNIK,D03030200,16.39
2023065,Mannheim,AL227288,OFP,13.463414634146341,1.23,DIRISAMER ROHRBIEGETECHNIK,D03030200,16.56
2023066,Mannheim,AL227303,OFP,6.512605042016807,1.19,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.75
2023074,Mannheim,AL227305,OFP,14.039682539682541,1.26,DIRISAMER ROHRBIEGETECHNIK,D03030200,17.69
2023079,Mannheim,AL227322,OFP,10.194029850746269,0.67,DIRISAMER ROHRBIEGETECHNIK,D03030200,6.83
2023144,Mannheim,AL227486,OFP,9.923076923076923,0.78,ALBERT BIEBL GMBH,D03030200,7.74
2023145,Mannheim,AL227487,OFP,9.766233766233766,0.77,ALBERT BIEBL GMBH,D03030200,7.52
2023151,Mannheim,AL227499LX2,OFP,3.4242424242424243,0.99,HUISSEL GMBH,D14010110,3.39
2023159,Mannheim,AL227514,OFP,18.366336633663366,2.02,ALBERT BIEBL GMBH,D03030200,37.1
2023160,Mannheim,AL227515,OFP,13.015873015873014,0.63,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.2
2023161,Mannheim,AL227516,OFP,17.444444444444446,0.18,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.14
2023162,Mannheim,AL227517,OFP,22.05263157894737,0.19,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.19
2023163,Mannheim,AL227518,OFP,21.45,0.2,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.29
2023218,Mannheim,AL227599,OFP,0.1540247678018576,12.92,METOKOTE DEUTSCHLAND,D14010110,1.99
2023230,Mannheim,AL227622,OFP,21.489130434782606,0.92,PARKER HANNIFIN GMBH & CO KG,D03030110,19.77
2023232,Mannheim,AL227628,OFP,22.7,0.1,PARKER HANNIFIN GMBH & CO KG,D03050400,2.27
2023246,Mannheim,AL227632,OFP,15.952380952380953,0.21,BERGER + HERMANN,D03030200,3.35
2023248,Mannheim,AL227659,OFP,73.52631578947368,0.19,ALBERT BIEBL GMBH,D03030200,13.97
2023268,Mannheim,AL227714,OFP,9.936170212765958,0.47,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.67
2023270,Mannheim,AL227715,OFP,17.3125,0.48,DIRISAMER ROHRBIEGETECHNIK,D03030200,8.31
2023272,Mannheim,AL227716,OFP,6.563636363636363,1.1,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.22
2023273,Mannheim,AL227717,OFP,6.260869565217392,1.15,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.2
2023274,Mannheim,AL227733,OFP,6.902255639097744,1.33,ALBERT BIEBL GMBH,D03030200,9.18
2023275,Mannheim,AL227734,OFP,7.007751937984495,1.29,ALBERT BIEBL GMBH,D03030200,9.04
2023446,Mannheim,AL228013,OFP,14.608695652173912,0.23,BERGER + HERMANN,D03030200,3.36
2023448,Mannheim,AL228019,OFP,35.303030303030305,0.33,BERGER + HERMANN,D03030200,11.65
2023449,Mannheim,AL228020,OFP,13.482758620689657,0.29,BERGER + HERMANN,D03030200,3.91
2023463,Mannheim,AL228058,OFP,0.5306122448979592,1.96,METOKOTE DEUTSCHLAND,D14010110,1.04
2023464,Mannheim,AL228058,OFP,0.5226130653266332,1.99,METOKOTE DEUTSCHLAND,D14010110,1.04
2023480,Mannheim,AL228063,OFP,20.424242424242422,0.99,PARKER HANNIFIN GMBH & CO KG,D03030110,20.22
2023482,Mannheim,AL228064,OFP,5.456989247311828,1.86,DIRISAMER ROHRBIEGETECHNIK,D03030200,10.15
2023484,Mannheim,AL228065,OFP,20.35714285714286,0.42,ALBERT BIEBL GMBH,D03030200,8.55
2023524,Mannheim,AL228118,OFP,20.814814814814813,0.27,BERGER + HERMANN,D03030200,5.62
2023525,Mannheim,AL228119,OFP,14.764705882352938,0.68,DIRISAMER ROHRBIEGETECHNIK,D03030200,10.04
2023526,Mannheim,AL228120,OFP,15.76666666666667,0.6,ALBERT BIEBL GMBH,D03030200,9.46
2023528,Mannheim,AL228151,OFP,22.91111111111111,0.45,DIPL. ING. K. DIETZEL GMBH,D03030110,10.31
2023533,Mannheim,AL228179,OFP,22.73076923076923,0.52,ARGUS FLUIDTECHNIK GMBH,D03030200,11.82
2023643,Mannheim,AL228457,OFP,26.85507246376812,1.38,ARGUS FLUIDTECHNIK GMBH,D03030110,37.06
2023644,Mannheim,AL228458,OFP,17.42391304347826,0.92,PARKER HANNIFIN GMBH & CO KG,D03030110,16.03
2023653,Mannheim,AL228530,OFP,60.72222222222222,0.36,ALBERT BIEBL GMBH,D03030200,21.86
2023659,Mannheim,AL228565,OFP,60.388888888888886,0.36,DIPL. ING. K. DIETZEL GMBH,D03030110,21.74
2023684,Mannheim,AL228607,OFP,26.4,0.4,DIPL. ING. K. DIETZEL GMBH,D03030110,10.56
2023686,Mannheim,AL228642,OFP,15.656249999999998,0.32,ALBERT BIEBL GMBH,D03030200,5.01
2023688,Mannheim,AL228643,OFP,15.892857142857142,0.28,ALBERT BIEBL GMBH,D03030200,4.45
2023711,Mannheim,AL228658,OFP,19.5,0.2,DIRISAMER ROHRBIEGETECHNIK,D03030200,3.9
2023712,Mannheim,AL228659,OFP,16.02941176470588,0.34,ALBERT BIEBL GMBH,D03030200,5.45
2023714,Mannheim,AL228685,OFP,32.0,0.2,ALBERT BIEBL GMBH,D03030200,6.4
2023715,Mannheim,AL228686,OFP,inf,0.0,ALBERT BIEBL GMBH,D03030200,3.81
2023716,Mannheim,AL228688,OFP,inf,0.0,PARKER HANNIFIN GMBH & CO KG,D03030110,18.86
2023717,Mannheim,AL228689,OFP,15.222222222222223,0.27,ALBERT BIEBL GMBH,D03030200,4.11
2023718,Mannheim,AL228692,OFP,73.6842105263158,0.38,DIPL. ING. K. DIETZEL GMBH,D03030110,28.0
2023719,Mannheim,AL228694,OFP,71.28571428571429,0.42,DIPL. ING. K. DIETZEL GMBH,D03030110,29.94
2023720,Mannheim,AL228695,OFP,76.64102564102564,0.39,DIPL. ING. K. DIETZEL GMBH,D03030110,29.89
2023721,Mannheim,AL228696,OFP,59.16216216216216,0.37,DIPL. ING. K. DIETZEL GMBH,D03030110,21.89
2023722,Mannheim,AL228699,OFP,62.18604651162791,0.43,DIPL. ING. K. DIETZEL GMBH,D03030200,26.74
2023724,Mannheim,AL228700,OFP,33.95918367346939,0.49,DIPL. ING. K. DIETZEL GMBH,D03030200,16.64
2023726,Mannheim,AL228703,OFP,inf,0.0,ALBERT BIEBL GMBH,D03030200,4.31
2023727,Mannheim,AL228704,OFP,32.53846153846154,0.13,ALBERT BIEBL GMBH,D03030200,4.23
2023748,Mannheim,AL228710,OFP,0.7208333333333333,4.8,METOKOTE DEUTSCHLAND,D14010110,3.46
2023772,Mannheim,AL228744,OFP,inf,0.0,ALBERT BIEBL GMBH,D03030200,24.12
2023773,Mannheim,AL228745,OFP,inf,0.0,ALBERT BIEBL GMBH,D03030200,3.82
2023787,Mannheim,AL228849LX2,OFP,6.529680365296804,2.19,IZMAKPAR LTD. STI.,D14010110,14.3
2023811,Mannheim,AL228897,OFP,12.73076923076923,1.04,ALBERT BIEBL GMBH,D03030200,13.24
2023814,Mannheim,AL228899,OFP,12.92079207920792,1.01,ALBERT BIEBL GMBH,D03030200,13.05
2023817,Mannheim,AL228902,OFP,60.230769230769226,0.52,DIPL. ING. K. DIETZEL GMBH,D03030110,31.32
2023818,Mannheim,AL228903,OFP,60.0,0.5,DIPL. ING. K. DIETZEL GMBH,D03030110,30.0
2023819,Mannheim,AL228904,OFP,22.96153846153846,0.78,DIPL. ING. K. DIETZEL GMBH,D03030110,17.91
2023821,Mannheim,AL228905,OFP,22.576923076923077,0.78,DIPL. ING. K. DIETZEL GMBH,D03030110,17.61
2023855,Mannheim,AL229021,OFP,17.7027027027027,0.37,DIPL. ING. K. DIETZEL GMBH,D03030110,6.55
2023858,Mannheim,AL229022,OFP,17.916666666666668,0.36,DIPL. ING. K. DIETZEL GMBH,D03030110,6.45
2023885,Mannheim,AL229084,OFP,38.45454545454546,0.11,ALBERT BIEBL GMBH,D03030200,4.23
2023887,Mannheim,AL229117,OFP,30.933333333333334,0.15,IZMAKPAR LTD. STI.,D14010110,4.64
2023891,Mannheim,AL229126,OFP,9.545454545454545,0.55,DIRISAMER ROHRBIEGETECHNIK,D03030200,5.25
2023893,Mannheim,AL229127,OFP,9.148148148148149,0.54,DIRISAMER ROHRBIEGETECHNIK,D03030200,4.94
2023939,Mannheim,AL229279,OFP,13.653846153846153,0.52,DIRISAMER ROHRBIEGETECHNIK,D03030200,7.1
2023940,Mannheim,AL229289,OFP,13.736111111111112,0.72,DIRISAMER ROHRBIEGETECHNIK,D03030200,9.89
2023969,Mannheim,AL229383,OFP,16.22222222222222,0.72,ALBERT BIEBL GMBH,D03030200,11.68
2023970,Mannheim,AL229415,OFP,17.0,0.3,ALBERT BIEBL GMBH,D03030200,5.1
2023971,Mannheim,AL229423,OFP,31.71875,0.32,ALBERT BIEBL GMBH,D03030200,10.15
2023979,Mannheim,AL229515,OFP,22.845070422535212,0.71,EATON GERMANY GMBH,D03030110,16.22
2023985,Mannheim,AL229540,OFP,18.369230769230768,1.3,ALBERT BIEBL GMBH,D03030200,23.88
2023987,Mannheim,AL229541,OFP,9.105691056910569,1.23,ALBERT BIEBL GMBH,D03030200,11.2
2024011,Mannheim,AL229843,OFP,57.07142857142857,0.42,DIPL. ING. K. DIETZEL GMBH,D03030110,23.97
2024018,Mannheim,AL229998,OFP,62.0,0.1,CONTITECH TECHNO-CHEMIE GMBH,D03030200,6.2
2024020,Mannheim,AL229999,OFP,70.39999999999999,0.1,CONTITECH TECHNO-CHEMIE GMBH,D03030200,7.04
2024249,Mannheim,AL78361,OFP,3.2469135802469133,0.81,"KUKAL & UHLÍR, S.R.O.",D14010110,2.63
2024311,Mannheim,AL81648,OFP,28.759259259259256,0.27,ARGUS FLUIDTECHNIK GMBH,D03030110,7.765
2026357,Mannheim,GL206105,OFP,1.0206521739130436,18.4,WESO AURORAHUETTE GMBH,D07010301,18.78
2026746,Mannheim,L101453LX2,OFP,5.352201257861635,6.36,GIENANTH STEYR GUSS,D07010301,34.04
2026751,Mannheim,L101454LX2,OFP,5.31875,6.4,GIENANTH STEYR GUSS,D07010301,34.04
2027773,Mannheim,L115235,OFP,9.588235294117645,0.17,HERN S.R.O.,D14010110,1.63
2027937,Mannheim,L116300LX2,OFP,7.279166666666667,1.2,GIENANTH STEYR GUSS,D07010301,8.735
2028204,Mannheim,L150096,OFP,61.230769230769226,0.13,INDARABA MECANIZADO DE PRECI,D07010301,7.96
2028431,Mannheim,L153367,OFP,16.39375,1.6,REGENSBURGER DRUCKGUSSWERKE,D07050200,26.23
2028527,Mannheim,L153777,OFP,6.746478873239437,0.71,FUYMA FUNDICIONES,D07050200,4.79
2028530,Mannheim,L153777,OFP,6.220779220779221,0.77,FUYMA FUNDICIONES,D07050200,4.79
2028721,Mannheim,L154075LX2,OFP,2.4201277955271565,6.26,INDARABA MECANIZADO DE PRECI,D07010301,15.15
2028725,Mannheim,L154133,OFP,9.74,0.5,BETSAIDE S A L,D07010301,4.87
2028729,Mannheim,L154134,OFP,5.565217391304348,0.46,HERN S.R.O.,D14010110,2.56
2029163,Mannheim,L156294,OFP,7.6875,0.32,REGENSBURGER DRUCKGUSSWERKE,D07050200,2.46
2029190,Mannheim,L157074LX2,OFP,2.4250000000000003,1.2,KWM WEISSHAAR GMBH,D14010110,2.91
2029593,Mannheim,L165933,OFP,2.8349056603773586,6.36,HÖRMANN AUTOMOTIVE,D14010110,18.03
2029686,Mannheim,L167111LX2,OFP,3.347058823529412,1.7,HUISSEL GMBH,D14010110,5.69
2030016,Mannheim,L167547,OFP,8.553571428571429,1.68,REGENSBURGER DRUCKGUSSWERKE,D07050200,14.37
2030126,Mannheim,L168382,OFP,7.800531914893617,3.76,INDARABA MECANIZADO DE PRECI,D07010301,29.33
2030153,Mannheim,L168626,OFP,4.782608695652174,0.23,"KUKAL & UHLÍR, S.R.O.",D14010110,1.1
2030346,Mannheim,L169418,OFP,7.697478991596639,2.38,SELZER FERTIGUNGSTECHNIK,D07010301,18.32
2030364,Mannheim,L169986,OFP,46.625,0.16,HUISSEL GMBH,D14010110,7.46
2030454,Mannheim,L170901,OFP,41.0,0.07,EATON GERMANY GMBH,D03030110,2.87
2030456,Mannheim,L170901,OFP,41.035714285714285,0.07,EATON GERMANY GMBH,D03030110,2.8725
2030698,Mannheim,L171272,OFP,2.444987775061125,8.18,HANS ZEWE GMBH,D14010110,20.0
2030821,Mannheim,L171727LX2,OFP,4.22707423580786,2.29,CARPENFER S.P.A.,D14010110,9.68
2031049,Mannheim,L172381,OFP,5.907692307692307,2.6,PKI ZERSPANUNGSTECHNIK,D07010301,15.36
2031194,Mannheim,L172731LX2,OFP,3.6990291262135924,1.03,"KUKAL & UHLÍR, S.R.O.",D14010110,3.81
2031213,Mannheim,L173295,OFP,4.7407407407407405,0.54,JOSEF FLECKNER,D14010110,2.56
2032985,Mannheim,L200053,OFP,7.758620689655173,0.29,JOSEF FLECKNER,D14010110,2.25
2033307,Mannheim,L200581,OFP,26.88372093023256,0.43,INDARABA MECANIZADO DE PRECI,D07010301,11.56
2034165,Mannheim,L202324LX2,OFP,3.4428223844282235,4.11,GIENANTH STEYR GUSS,D07010301,14.15
2034182,Mannheim,L202326LX2,OFP,5.896207584830339,5.01,INDARABA MECANIZADO DE PRECI,D07010301,29.54
2034188,Mannheim,L202347,OFP,32.099999999999994,0.1,ARCO ARMATURENFABRIK,D03050400,3.21
2034265,Mannheim,L202597,OFP,18.666666666666668,0.15,JOSEF FLECKNER,D14010110,2.8
2034543,Mannheim,L202899LX2,OFP,3.63265306122449,7.84,INDARABA MECANIZADO DE PRECI,D07010301,28.48
2034695,Mannheim,L203110,OFP,6.86046511627907,0.43,JOSEF FLECKNER,D14010110,2.95
2035162,Mannheim,L203621,OFP,13.700000000000001,0.1,JOSEF FLECKNER,D14010110,1.37
2035370,Mannheim,L203789,OFP,3.233490566037736,4.24,WESO AURORAHUETTE GMBH,D07010301,13.71
2035692,Mannheim,L204273,OFP,3.6604330708661417,10.16,GIENANTH STEYR GUSS,D07010301,37.19
2035757,Mannheim,L204461,OFP,3.043010752688172,0.93,HERN S.R.O.,D14010110,2.83
2035766,Mannheim,L204515,OFP,80.125,0.08,APFEL GMBH,D14010110,6.41
2035796,Mannheim,L204567,OFP,1.9756097560975612,0.82,GOMA B V,D14010110,1.62
2035798,Mannheim,L204567,OFP,2.0,0.81,GOMA B V,D14010110,1.62
2036091,Mannheim,L204786,OFP,128.75,0.04,KWM WEISSHAAR GMBH,D14010110,5.15
2036093,Mannheim,L204787,OFP,82.21428571428571,0.07,KWM WEISSHAAR GMBH,D14010110,5.755
2036790,Mannheim,L205410,OFP,9.11764705882353,0.51,ARGUS FLUIDTECHNIK GMBH,D03030200,4.65
2037045,Mannheim,L205654LX2,OFP,6.470588235294118,0.17,HUISSEL GMBH,D14010110,1.1
2037048,Mannheim,L205670,OFP,32.4,0.05,HERN S.R.O.,D14010110,1.62
2037185,Mannheim,L205825LX2,OFP,14.9375,0.16,KWM WEISSHAAR GMBH,D14010110,2.39
2037199,Mannheim,L205856,OFP,5.533333333333333,0.6,HUTCHINSON SNC,D03030110,3.32
2037332,Mannheim,L205873,OFP,10.529411764705882,0.34,ALBERT BIEBL GMBH,D03030200,3.58
2037634,Mannheim,L205959,OFP,8.25,0.16,ARCO ARMATURENFABRIK,D03050400,1.32
2037683,Mannheim,L206001,OFP,6.081632653061225,0.49,JOSEF FLECKNER,D14010110,2.98
2037699,Mannheim,L206093LX2,OFP,6.194444444444445,0.36,HERN S.R.O.,D14010110,2.23
2037700,Mannheim,L206124,OFP,1.6827814569536423,15.1,HANS ZEWE GMBH,D14010110,25.41
2038191,Mannheim,L206303,OFP,12.222222222222221,0.54,HERN S.R.O.,D14010110,6.6
2038481,Mannheim,L206444,OFP,14.96875,0.32,HUISSEL GMBH,D14010110,4.79
2038522,Mannheim,L206459,OFP,2.5242718446601944,1.03,HERN S.R.O.,D14010110,2.6
2038995,Mannheim,L207005LX2,OFP,10.04,0.25,HUISSEL GMBH,D14010110,2.51
2039030,Mannheim,L207016,OFP,6.199999999999999,0.4,JOSEF FLECKNER,D14010110,2.48
2039085,Mannheim,L207135,OFP,12.411764705882351,0.34,REGENSBURGER DRUCKGUSSWERKE,D07050200,4.22
2039304,Mannheim,L207288,OFP,16.21428571428571,0.28,REGENSBURGER DRUCKGUSSWERKE,D07050200,4.54
2040106,Mannheim,L207739LX2,OFP,3.245412844036697,4.36,GIENANTH STEYR GUSS,D07010301,14.15
2040110,Mannheim,L207769,OFP,22.7,0.05,HEINRICHS GMBH & CO KG,D14010110,1.135
2040112,Mannheim,L207782,OFP,0.6130483689538807,8.89,SKS INDUSTRIELACKIERUNGEN,D14010110,5.45
2040113,Mannheim,L207782LX2,OFP,2.1001124859392575,8.89,HERN S.R.O.,D14010110,18.67
2040188,Mannheim,L207892,OFP,1.8055555555555554,2.16,JOSEF FLECKNER,D14010110,3.9
2040243,Mannheim,L208139,OFP,12.571100917431192,4.36,KWM WEISSHAAR GMBH,D14010110,54.81
2041072,Mannheim,L208829LX2,OFP,5.0,0.27,JOSEF FLECKNER,D14010110,1.35
2041211,Mannheim,L208994LX2,OFP,inf,0.0,HANS ZEWE GMBH,D14010110,2.17
2041237,Mannheim,L209041,OFP,21.285714285714285,0.07,HÖRMANN AUTOMOTIVE PENZBERG,D14010110,1.49
2041293,Mannheim,L209169,OFP,1.1534852546916892,14.92,WESO AURORAHUETTE GMBH,D07010301,17.21
2041336,Mannheim,L209294LX2,OFP,3.2151515151515153,6.6,INDARABA MECANIZADO DE PRECI,D07010301,21.22
2041931,Mannheim,L209755,OFP,2.2068111455108363,16.15,GIENANTH STEYR GUSS,D07010301,35.64
2041940,Mannheim,L209756,OFP,2.2068111455108363,16.15,GIENANTH STEYR GUSS,D07010301,35.64
2041948,Mannheim,L209776,OFP,1.5967391304347827,9.2,WESO AURORAHUETTE GMBH,D07010301,14.69
2042225,Mannheim,L210233,OFP,27.8,0.15,KARL BERRANG GMBH,D03050400,4.17
2042284,Mannheim,L210292,OFP,14.950000000000001,0.2,ARCO ARMATURENFABRIK,D03050400,2.99
2042333,Mannheim,L210356LX2,OFP,5.725,0.8,HUISSEL GMBH,D14010110,4.58
2042344,Mannheim,L210357LX2,OFP,13.407894736842104,0.76,KWM WEISSHAAR GMBH,D14010110,10.19
2042435,Mannheim,L210537,OFP,13.250000000000002,0.12,HERN S.R.O.,D14010110,1.59
2042456,Mannheim,L210575LX2,OFP,3.8898488120950327,4.63,GIESSEREI HEUNISCH GMBH,D07010301,18.01
2042495,Mannheim,L210666LX2,OFP,inf,0.0,KWM WEISSHAAR GMBH,D14010110,7.25
2042506,Mannheim,L210677,OFP,8.466666666666667,0.15,JOSEF FLECKNER,D14010110,1.27
